Neighborhood,Description,Price,Total Area,Covered Area,Total Rooms,Bathrooms
Palermo,"Departamento semipiso en venta en Cabello 3100, Palermo, Capital Federal",254900.0,72.0,67.0,3.0,1.0
Palermo,"Departamento en venta en Arévalo 1800, Palermo, Capital Federal",90000.0,30.59,27.09,1.0,1.0
Palermo,"Cochera en venta en Bulnes 1400, Palermo, Capital Federal",15000.0,,,,
Palermo,"Departamento en venta en Aráoz 2800, Palermo, Capital Federal",87000.0,42.81,40.0,2.0,1.0
Palermo,"Departamento duplex en venta en Concepción Arenal 2300, Palermo Hollywood, Palermo, Capital Federal",223000.0,143.0,123.0,4.0,2.0
Palermo,"Departamento monoambiente en venta en Dorrego 2100, Palermo, Capital Federal",157000.0,32.4,27.2,1.0,1.0
Palermo,"Departamento monoambiente en venta en Dorrego 2100, Palermo, Capital Federal",135000.0,50.2,41.1,1.0,1.0
Palermo,"Departamento semipiso en venta en Avenida General Las Heras 3000, Palermo, Capital Federal",550000.0,203.61,184.33,4.0,3.0
Palermo,"Departamento duplex en venta en Guatemala 5600, Palermo Hollywood, Palermo, Capital Federal",410000.0,106.85,94.4,3.0,2.0
Palermo,"Departamento en venta en Guatemala 5600, Palermo Hollywood, Palermo, Capital Federal",296400.0,84.15,76.9,3.0,2.0
Palermo,"Departamento en venta en Avenida General Las Heras 3000, Palermo, Capital Federal",145000.0,77.19,73.69,3.0,1.0
Palermo,"Departamento en venta en Vidt 2100, Palermo, Capital Federal",78000.0,44.0,44.0,3.0,1.0
Palermo,"Terrenos y lotes en venta en Soler 4800, Palermo, Capital Federal",749000.0,390.0,300.0,4.0,2.0
Palermo,"PH en venta en Estado De Palestina 1100, Palermo, Capital Federal",169000.0,129.3,91.3,4.0,2.0
Palermo,"Local en venta en Guemes 4500, Palermo, Capital Federal",59000.0,21.32,21.32,,1.0
Palermo,"Departamento en venta en Avenida Cabildo 200, Palermo, Capital Federal",158000.0,70.1,66.57,3.0,1.0
Palermo,"Local en venta en Dorrego 2100, Palermo Hollywood, Palermo, Capital Federal",405000.0,163.7,106.6,,
Palermo,"Departamento monoambiente en venta en Dorrego 2100, Palermo, Capital Federal",118000.0,49.7,28.5,1.0,1.0
Palermo,"Departamento en venta en Avenida Córdoba 3600, Palermo, Capital Federal",328000.0,105.0,95.0,4.0,2.0
Palermo,"Departamento en venta en Avenida Córdoba 3600, Palermo, Capital Federal",133000.0,45.0,42.0,2.0,1.0
Palermo,"Departamento en venta en Jorge Luis Borges 2400, Palermo, Capital Federal",124900.0,45.4,42.0,2.0,1.0
Palermo,"Departamento en venta en Av. Las Heras 3300, Palermo Chico, Palermo, Capital Federal",99000.0,63.854,58.154,2.0,1.0
Palermo,"PH en venta en Avenida Cordoba 3300, Palermo, Capital Federal",75000.0,48.06,36.0,2.0,1.0
Palermo,"Departamento en venta en Soler 3800, Palermo, Capital Federal",205000.0,131.0,72.0,4.0,1.0
Palermo,"Departamento en venta en Castex 3300, Palermo Chico, Palermo, Capital Federal",250000.0,52.0,42.0,2.0,1.0
Palermo,"Departamento en venta en Güemes 4700, Palermo, Capital Federal",124500.0,63.0,57.0,3.0,1.0
Palermo,"Departamento en venta en Vidt 2000, Palermo, Capital Federal",145000.0,93.0,87.0,4.0,1.0
Palermo,"Departamento en venta en Avenida Santa Fe 3600, Palermo, Capital Federal",249000.0,64.44,55.45,2.0,1.0
Palermo,"Departamento en venta en Avenida Santa Fe 4900, Palermo, Capital Federal",110000.0,54.0,47.0,2.0,1.0
Palermo,"Departamento monoambiente en venta en Luis Maria Campos 100, Las Cañitas, Palermo, Capital Federal",90000.0,35.0,35.0,1.0,1.0
Palermo,"Departamento en venta en Jorge Luis Borges 2400, Palermo, Capital Federal",79000.0,34.67,34.37,2.0,1.0
Palermo,"Departamento semipiso en venta en Báez 700, Las Cañitas, Palermo, Capital Federal",209999.0,120.0,110.0,5.0,2.0
Palermo,"Departamento duplex en venta en Avenida Coronel Niceto Vega 5900, Palermo, Capital Federal",247050.0,91.5,70.0,2.0,1.0
Palermo,"Departamento en venta en Julián Álvarez 2700, Palermo, Capital Federal",119000.0,55.0,51.0,2.0,1.0
Palermo,"Departamento semipiso en venta en Güemes 4500, Palermo, Capital Federal",230000.0,135.0,128.0,5.0,2.0
Palermo,"Departamento en venta en San Benito De Palermo 1600, Palermo, Capital Federal",265000.0,100.0,94.0,4.0,1.0
Palermo,"Departamento en venta en Avenida Santa Fe 3600, Palermo, Capital Federal",135000.0,62.65,56.65,3.0,1.0
Palermo,"Departamento semipiso en venta en Arévalo 2200, Palermo Hollywood, Palermo, Capital Federal",250000.0,112.7,102.7,4.0,2.0
Palermo,"Departamento en venta en Huergo 200, Palermo, Capital Federal",58900.0,34.5,34.5,2.0,1.0
Palermo,"Departamento duplex en venta en Uriarte 1300, Palermo Soho, Palermo, Capital Federal",370000.0,122.0,87.0,3.0,1.0
Palermo,"Departamento en venta en Federico Lacroze 1900, Palermo, Capital Federal",147000.0,71.55,71.55,3.0,1.0
Palermo,"Departamento en venta en Federico Lacroze 1900, Palermo, Capital Federal",389000.0,185.15,143.8,4.0,3.0
Palermo,"Departamento en venta en Fitz Roy 1400, Palermo Hollywood, Palermo, Capital Federal",130000.0,53.0,47.0,2.0,1.0
Palermo,"Departamento en venta en Avenida Luis María Campos 1300, Las Cañitas, Palermo, Capital Federal",168000.0,103.0,94.0,4.0,2.0
Palermo,"Departamento en venta en Av Raul Scalabrini Ortiz 2400, Palermo, Capital Federal",210000.0,131.77,118.75,4.0,3.0
Palermo,"Departamento penthouse en venta en Humboldt 2000, Palermo, Capital Federal",1500000.0,175.0,140.0,3.0,2.0
Palermo,"Departamento en venta en Paraguay 4400, Palermo, Capital Federal",209000.0,101.8,101.8,4.0,1.0
Palermo,"Terrenos y lotes en venta en Pringles S/n, Palermo Viejo, Palermo, Capital Federal",580000.0,,,1.0,1.0
Palermo,"Departamento en venta en Bonpland 2200, Palermo, Capital Federal",125000.0,46.0,40.0,2.0,1.0
Palermo,"Departamento monoambiente en venta en Avenida Córdoba 3700, Palermo, Capital Federal",93000.0,44.0,41.0,1.0,1.0
Palermo,"Departamento semipiso en venta en Avenida Córdoba 3700, Palermo, Capital Federal",93000.0,44.0,41.0,2.0,1.0
Palermo,"Departamento en venta en Jerónimo Salguero 1900, Palermo, Capital Federal",270000.0,124.0,122.0,3.0,2.0
Palermo,"Departamento en venta en Güemes 4400, Palermo, Capital Federal",160000.0,59.0,52.0,2.0,1.0
Palermo,"Departamento monoambiente en venta en Coronel Niceto Vega 5900, Palermo, Capital Federal",89000.0,49.0,41.5,1.0,1.0
Palermo,"PH en venta en Malabia 1300, Palermo, Capital Federal",320000.0,201.0,140.0,3.0,1.0
Palermo,"Departamento piso en venta en Aráoz 2700, Palermo, Capital Federal",289000.0,146.0,143.0,3.0,3.0
Palermo,"Departamento semipiso en venta en Beruti 3600, Palermo, Capital Federal",249000.0,99.0,97.1,4.0,2.0
Palermo,"Departamento en venta en Aguilar 2300, Palermo, Capital Federal",179000.0,94.67,83.56,4.0,3.0
Palermo,"Departamento en venta en Guatemala 5600, Palermo Hollywood, Palermo, Capital Federal",189050.0,55.9,50.3,2.0,1.0
Palermo,"Departamento en venta en Fray Justo Santa María De Oro 2700, Palermo, Capital Federal",175000.0,68.41,56.79,2.0,1.0
Palermo,"Departamento en venta en Jerónimo Salguero 2500, Palermo, Capital Federal",160000.0,74.77,67.09,4.0,1.0
Palermo,"Departamento en venta en Soler 6000, Palermo, Capital Federal",159900.0,75.0,75.0,4.0,2.0
Palermo,"Local en venta en Thames 2200, Palermo, Capital Federal",225390.0,68.3,68.3,,1.0
Palermo,"Terrenos y lotes en venta en Fray Justo Santa María De Oro 2300, Palermo, Capital Federal",795000.0,,,,
Palermo,"Departamento en venta en José A. Cabrera 5200, Palermo, Capital Federal",107000.0,48.46,37.42,2.0,1.0
Palermo,"Departamento en venta en Avenida Santa Fe 4400, Palermo, Capital Federal",219000.0,96.0,93.0,4.0,2.0
Palermo,"Departamento en venta en Fray Justo Santa María De Oro 1800, Palermo Chico, Palermo, Capital Federal",99000.0,47.61,47.61,3.0,1.0
Palermo,"Departamento en venta en Jorge Luis Borges 1800, Palermo, Capital Federal",175000.0,71.23,71.23,3.0,1.0
Palermo,"Departamento en venta en Sánchez De Bustamante 2300, Palermo, Capital Federal",73000.0,37.0,33.0,1.0,1.0
Palermo,"Departamento en venta en Armenia 2100, Palermo Soho, Palermo, Capital Federal",98000.0,47.0,46.0,3.0,1.0
Palermo,"Departamento en venta en Avenida Del Libertador 4400, Palermo, Capital Federal",395000.0,142.0,125.0,4.0,2.0
Palermo,"Departamento piso en venta en Julián Álvarez 2800, Palermo, Capital Federal",395900.0,178.38,152.38,5.0,3.0
Palermo,"Departamento semipiso en venta en Av Coronel Diaz 1400, Palermo, Capital Federal",195000.0,92.0,89.0,4.0,1.0
Palermo,"Departamento semipiso en venta en Castex 3500, Palermo Chico, Palermo, Capital Federal",735000.0,301.0,269.0,5.0,3.0
Palermo,"Departamento duplex en venta en Avenida Santa Fe 3900, Palermo, Capital Federal",190000.0,154.7,151.23,4.0,2.0
Palermo,"Local en venta en Av. Cordoba 5700, Palermo Hollywood, Palermo, Capital Federal",240000.0,100.0,100.0,,1.0
Palermo,"Departamento en venta en Avenida Santa Fe 4300, Palermo, Capital Federal",165000.0,66.23,58.04,3.0,1.0
Palermo,"Departamento en venta en Avenida Del Libertador 3800, Palermo, Capital Federal",2700000.0,338.7,253.28,4.0,3.0
Palermo,"Departamento en venta en Fray Justo Santa María De Oro 3000, Las Cañitas, Palermo, Capital Federal",160000.0,76.7,76.7,4.0,1.0
Palermo,"Departamento en venta en José A Cabrera 6000, Palermo, Capital Federal",78000.0,36.0,36.0,1.0,1.0
Palermo,"Departamento piso en venta en Av. Figueroa Alcorta 3500, Palermo Chico, Palermo, Capital Federal",1000000.0,280.0,260.0,7.0,3.0
Palermo,"Departamento semipiso en venta en Sinclair 2900, Palermo Nuevo, Palermo, Capital Federal",,78.25,70.49,3.0,2.0
Palermo,"Departamento en venta en Guemes 4800, Palermo Soho, Palermo, Capital Federal",73000.0,43.27,43.27,2.0,1.0
Palermo,"Departamento en venta en República De Eslovenia 1900, Palermo, Capital Federal",145000.0,40.0,31.0,1.0,1.0
Palermo,"Departamento monoambiente en venta en Av. Cordoba 6200, Palermo Hollywood, Palermo, Capital Federal",129000.0,50.27,44.0,1.0,1.0
Palermo,"Departamento en venta en Av. Cordoba 6200, Palermo Hollywood, Palermo, Capital Federal",159000.0,73.28,68.0,2.0,1.0
Palermo,"Departamento en venta en Lafinur 2900, Palermo, Capital Federal",311000.0,97.16,80.23,3.0,1.0
Palermo,"Departamento monoambiente en venta en Gurruchaga 2400, Palermo, Capital Federal",95000.0,34.7,31.66,1.0,1.0
Palermo,"Departamento en venta en Fray Justo Santa Maria De Oro 2900, Palermo Nuevo, Palermo, Capital Federal",620000.0,183.0,183.0,5.0,4.0
Palermo,"PH en venta en Darregueyra 2100, Palermo Soho, Palermo, Capital Federal",149999.0,67.0,58.0,3.0,1.0
Palermo,"Departamento monoambiente en venta en Humboldt 1600, Palermo, Capital Federal",124000.0,41.5,41.5,1.0,1.0
Palermo,"Oficina en venta en Avenida Juan Bautista Justo 1500, Palermo, Capital Federal",235000.0,83.3,83.3,,
Palermo,"Oficina en venta en Avenida Juan Bautista Justo 1500, Palermo, Capital Federal",216000.0,77.0,77.0,,
Palermo,"Departamento monoambiente en venta en Avenida Juan Bautista Justo 1500, Palermo, Capital Federal",124000.0,41.5,41.5,1.0,1.0
Palermo,"Departamento en venta en Avenida Juan Bautista Justo 1500, Palermo, Capital Federal",265000.0,80.7,80.7,2.0,1.0
Palermo,"Departamento duplex en venta en Cabello 3400, Palermo, Capital Federal",360000.0,154.0,131.0,3.0,2.0
Palermo,"Oficina en venta en Avenida Juan Bautista Justo 1500, Palermo, Capital Federal",358000.0,127.8,127.8,,
Palermo,"Departamento en venta en Avenida Juan Bautista Justo 1500, Palermo, Capital Federal",316800.0,96.3,96.3,2.0,1.0
Palermo,"Departamento en venta en Gorriti 6000, Palermo, Capital Federal",163725.0,55.5,45.5,2.0,1.0
Palermo,"Departamento monoambiente en venta en Avenida Córdoba 5500, Palermo Hollywood, Palermo, Capital Federal",99000.0,38.0,33.0,1.0,1.0
Palermo,"Departamento en venta en Godoy Cruz 3100, Palermo Chico, Palermo, Capital Federal",199000.0,71.4,66.7,3.0,1.0
Palermo,"Departamento en venta en Avenida General Las Heras 3000, Palermo, Capital Federal",99900.0,54.0,54.0,3.0,1.0
Palermo,"Departamento en venta en Jerónimo Salguero 1600, Palermo, Capital Federal",165000.0,60.0,54.0,2.0,1.0
Palermo,"Departamento monoambiente en venta en Nicaragua 5600, Palermo, Capital Federal",65000.0,21.95,17.57,1.0,1.0
Palermo,"Departamento en venta en Avenida Raúl Scalabrini Ortíz 2400, Palermo, Capital Federal",245000.0,110.93,100.0,4.0,1.0
Palermo,"Departamento en venta en Av. Santa Fe 5200, Palermo Hollywood, Palermo, Capital Federal",175000.0,99.47,70.0,2.0,1.0
Palermo,"Departamento en venta en Avenida Dorrego 2600, Palermo, Capital Federal",130000.0,86.75,43.19,2.0,1.0
Palermo,"Departamento en venta en Agüero 1200, Palermo, Capital Federal",59500.0,45.0,45.0,2.0,1.0
Palermo,"Consultorio en venta en Agüero 1200, Palermo, Capital Federal",59500.0,45.0,45.0,2.0,1.0
Palermo,"Departamento en venta en Julián Álvarez 2300, Palermo, Capital Federal",175000.0,85.56,76.99,4.0,1.0
Palermo,"Departamento en venta en Malabia 2200, Palermo, Capital Federal",220000.0,104.0,98.0,3.0,1.0
Palermo,"Casa triplex en venta en Thames 2200, Palermo, Capital Federal",620000.0,315.0,255.0,6.0,2.0
Palermo,"Departamento duplex en venta en Francisco Acuña De Figueroa 1600, Palermo, Capital Federal",326000.0,146.5,59.5,3.0,2.0
Palermo,"Departamento semipiso en venta en Aráoz 2800, Palermo, Capital Federal",170000.0,89.0,78.0,4.0,1.0
Palermo,"Departamento en venta en José A. Cabrera 4100, Palermo, Capital Federal",130560.0,41.05,41.05,1.0,1.0
Palermo,"Departamento en venta en Soler 4200, Palermo, Capital Federal",89000.0,52.2,44.4,3.0,1.0
Palermo,"Departamento en venta en El Salvador 4300, Palermo, Capital Federal",310542.0,105.15,77.15,4.0,2.0
Palermo,"Departamento en venta en El Salvador 4300, Palermo, Capital Federal",310542.0,105.15,77.15,3.0,2.0
Palermo,"Departamento en venta en El Salvador 4300, Palermo, Capital Federal",126238.0,46.6,38.5,1.0,1.0
Palermo,"Departamento en venta en El Salvador 4300, Palermo, Capital Federal",138394.0,51.2,43.1,2.0,1.0
Palermo,"Departamento en venta en El Salvador 4300, Palermo, Capital Federal",285008.0,105.9,89.5,3.0,2.0
Palermo,"Departamento en venta en Ángel Justiniano Carranza 2300, Palermo, Capital Federal",118000.0,70.0,63.0,3.0,1.0
Palermo,"Departamento semipiso en venta en Sinclair 2900, Palermo, Capital Federal",280000.0,78.25,70.49,3.0,2.0
Palermo,"Departamento en venta en José A. Cabrera 4100, Palermo, Capital Federal",127500.0,41.05,41.05,1.0,1.0
Villa Soldati,"PH en venta en Avenida San Pedrito 3000, Villa Soldati, Capital Federal",69900.0,85.85,65.98,3.0,1.0
Villa Soldati,"PH en venta en Avenida Intendente Francisco Rabanal 2400, Villa Soldati, Capital Federal",85000.0,366.88,149.22,6.0,2.0
Villa Soldati,"Departamento en venta en Boulevard Olimpico Jose Benjamin Zubiaur 4500, Villa Soldati, Capital Federal",98000.0,78.0,56.0,3.0,2.0
Villa Soldati,"Casa en venta en Tabaré 2100, Villa Soldati, Capital Federal",99000.0,120.0,94.0,3.0,1.0
Villa Soldati,"Departamento en venta en Corrales 3400, Villa Soldati, Capital Federal",39000.0,79.0,73.0,4.0,1.0
Villa Soldati,"Departamento triplex en venta en Boulevard Olimpico Jose Benjamin Zubiaur 4300, Villa Soldati, Capital Federal",99000.0,141.55,84.79,3.0,2.0
Villa Soldati,"PH en venta en Castañon 3400, Villa Soldati, Capital Federal",65000.0,123.0,66.0,3.0,1.0
Villa Soldati,"Casa en venta en Carlos Berg 2700, Villa Soldati, Capital Federal",140000.0,360.0,180.0,4.0,2.0
Villa Soldati,"PH en venta en José Barros Pazos 3500, Villa Soldati, Capital Federal",68000.0,95.02,65.7,3.0,1.0
Villa Soldati,"Departamento en venta en Avenida Castañares 4200, Villa Soldati, Capital Federal",66000.0,56.27,53.13,3.0,1.0
Villa Soldati,"Galpón en venta en Carlos M. Ramirez 2200, Villa Soldati, Capital Federal",175000.0,313.0,313.0,,2.0
Villa Soldati,"Departamento triplex en venta en Alberto Demiddi 4500, Villa Soldati, Capital Federal",110000.0,79.91,62.92,3.0,1.0
Villa Soldati,"Local en venta en Avenida Lacarra 3300, Villa Soldati, Capital Federal",82000.0,173.0,173.0,,1.0
Villa Soldati,"Departamento en venta en Avenida Lacarra 3500, Villa Soldati, Capital Federal",39000.0,62.62,56.0,4.0,1.0
Villa Soldati,"Terrenos y lotes en venta en Avenida Lacarra 3300, Villa Soldati, Capital Federal",82000.0,,,,
Villa Soldati,"Departamento en venta en Avenida Lacarra 3900, Villa Soldati, Capital Federal",24900.0,62.0,62.0,4.0,1.0
Villa Soldati,"PH en venta en Pergamino 3200, Villa Soldati, Capital Federal",65000.0,103.0,65.0,4.0,2.0
Villa Soldati,"Departamento en venta en Avenida Coronel Roca 3500, Villa Soldati, Capital Federal",20000.0,49.36,43.28,3.0,1.0
Villa Soldati,"Departamento en venta en Avenida Varela 3300, Villa Soldati, Capital Federal",50000.0,70.0,60.0,3.0,1.0
Villa Soldati,"Departamento en venta en Avenida Coronel Roca 3500, Villa Soldati, Capital Federal",29900.0,63.0,63.0,4.0,1.0
Villa Soldati,"Deposito en venta en Corrales 2300, Villa Soldati, Capital Federal",179900.0,400.0,180.0,,1.0
Villa Soldati,"Galpón en venta en Martínez Castro 2900, Villa Soldati, Capital Federal",215000.0,509.0,500.0,,2.0
Villa Soldati,"Galpón en venta en Itaqui 2200, Villa Soldati, Capital Federal",500000.0,1435.0,1425.0,,8.0
Villa Soldati,"Casa en venta en José Barros Pazos 3500, Villa Soldati, Capital Federal",159900.0,290.0,158.0,4.0,1.0
Villa Soldati,"Galpón en venta en Pergamino 3500, Villa Soldati, Capital Federal",199700.0,421.0,421.0,,2.0
Retiro,"Departamento en venta en Avenida Córdoba 1200, Retiro, Capital Federal",140000.0,78.39,76.08,4.0,1.0
Retiro,"Local en venta en Florida 900, Retiro, Capital Federal",19900.0,8.32,8.32,,
Retiro,"Departamento en venta en Avenida Del Libertador 700, Retiro, Capital Federal",125000.0,51.0,50.0,2.0,1.0
Retiro,"Departamento semipiso en venta en Suipacha 1200, Retiro, Capital Federal",490000.0,270.63,252.22,5.0,2.0
Retiro,"Departamento en venta en San Martin 600, Retiro, Capital Federal",156900.0,123.0,122.0,6.0,1.0
Retiro,"Local en venta en Juncal 800, Retiro, Capital Federal",140000.0,60.78,60.78,,2.0
Retiro,"Departamento en venta en Arenales 1300, Retiro, Capital Federal",169000.0,105.85,105.85,3.0,2.0
Retiro,"Cochera en venta en Avenida Santa Fe 900, Retiro, Capital Federal",25000.0,9.51,9.51,,
Retiro,"Departamento monoambiente en venta en Avenida Del Libertador 700, Retiro, Capital Federal",125000.0,51.0,50.0,1.0,1.0
Retiro,"Departamento en venta en Marcelo Torcuato De Alvear 600, Retiro, Capital Federal",88000.0,42.0,42.0,1.0,1.0
Retiro,"Departamento en venta en Avenida Del Libertador 700, Retiro, Capital Federal",89900.0,65.97,48.79,2.0,1.0
Retiro,"Departamento en venta en Reconquista 900, Retiro, Capital Federal",74900.0,40.0,40.0,2.0,1.0
Retiro,"Departamento semipiso en venta en Arenales 900, Retiro, Capital Federal",260000.0,125.0,115.0,4.0,2.0
Retiro,"Departamento en venta en Avenida Santa Fe 1100, Retiro, Capital Federal",249900.0,120.0,120.0,5.0,1.0
Retiro,"Departamento en venta en Arroyo 800, Retiro, Capital Federal",524000.0,162.28,153.49,6.0,3.0
Retiro,"Departamento en venta en Avenida Del Libertador 100, Retiro, Capital Federal",178000.0,81.27,73.72,3.0,1.0
Retiro,"Departamento semipiso en venta en Montevideo 1900, Retiro, Capital Federal",490000.0,215.59,195.15,4.0,2.0
Retiro,"Departamento monoambiente en venta en Marcelo Torcuato De Alvear 400, Plaza San Martín, Retiro, Capital Federal",55000.0,39.05,33.87,1.0,1.0
Retiro,"Departamento en venta en Reconquista 600, Retiro, Capital Federal",105000.0,75.0,75.0,3.0,1.0
Retiro,"Departamento en venta en San Martín 900, Retiro, Capital Federal",85000.0,51.0,51.0,3.0,1.0
Retiro,"Oficina en venta en Paraguay 800, Plaza San Martín, Retiro, Capital Federal",215000.0,130.0,114.0,,3.0
Retiro,"Departamento en venta en Paraguay 800, Plaza San Martín, Retiro, Capital Federal",215000.0,130.0,114.0,4.0,2.0
Retiro,"Departamento en venta en Reconquista 800, Retiro, Capital Federal",96000.0,51.0,45.0,2.0,1.0
Retiro,"Departamento en venta en Florida 1000, Retiro, Capital Federal",420000.0,145.0,145.0,3.0,2.0
Retiro,"Departamento en venta en Sargento Cabral 800, Retiro, Capital Federal",220000.0,115.0,110.0,4.0,2.0
Retiro,"Departamento en venta en Avenida Córdoba 1300, Retiro, Capital Federal",60000.0,25.51,25.51,1.0,1.0
Retiro,"Departamento en venta en Marcelo Torcuato De Alvear 400, Retiro, Capital Federal",55000.0,31.97,24.97,2.0,1.0
Retiro,"Oficina en venta en Libertad 800, Retiro, Capital Federal",49000.0,36.18,36.18,,
Retiro,"Cochera en venta en Marcelo T De Alvear 1200, Retiro, Capital Federal",17000.0,13.5,13.5,,
Retiro,"Departamento en venta en Libertad 1000, Retiro, Capital Federal",105000.0,50.9,47.6,2.0,1.0
Retiro,"Departamento piso en venta en Maipú 1200, Plaza San Martín, Retiro, Capital Federal",990000.0,374.0,354.0,7.0,3.0
Retiro,"Departamento en venta en Avenida Santa Fe 800, Retiro, Capital Federal",500000.0,473.0,426.0,5.0,2.0
Retiro,"Departamento en venta en Paraguay 400, Retiro, Capital Federal",150000.0,70.0,70.0,3.0,1.0
Retiro,"Departamento en venta en Avenida Del Libertador 200, Retiro, Capital Federal",149000.0,84.89,84.89,2.0,1.0
Retiro,"Oficina en venta en Tres Sargentos 400, Retiro, Capital Federal",69000.0,61.0,61.0,,2.0
Retiro,"Departamento en venta en Marcelo T De Alvear 500, Plaza San Martín, Retiro, Capital Federal",245000.0,248.0,135.0,4.0,2.0
Retiro,"Departamento en venta en Avenida Santa Fe 900, Plaza San Martín, Retiro, Capital Federal",380000.0,225.33,205.84,6.0,2.0
Retiro,"Departamento semipiso en venta en Avenida Santa Fe 900, Retiro, Capital Federal",185000.0,80.57,80.57,3.0,2.0
Retiro,"Departamento en venta en Libertad 1600, Retiro, Capital Federal",215000.0,68.0,62.0,3.0,2.0
Retiro,"Departamento en venta en Maipú 800, Retiro, Capital Federal",159900.0,68.0,64.0,3.0,1.0
Retiro,"Departamento en venta en Suipacha 900, Retiro, Capital Federal",80000.0,51.0,51.0,3.0,1.0
Retiro,"Oficina en venta en Avenida Santa Fe 900, Retiro, Capital Federal",350000.0,170.0,168.0,,2.0
Retiro,"Departamento loft en venta en Juncal 1300, Retiro, Capital Federal",145000.0,55.41,55.41,2.0,1.0
Retiro,"Departamento en venta en Maipú 800, Retiro, Capital Federal",65000.0,36.0,36.0,2.0,1.0
Retiro,"Departamento semipiso en venta en Av. Santa Fé 900, Retiro, Capital Federal",360000.0,188.35,171.0,5.0,2.0
Retiro,"Departamento en venta en Avenida Santa Fe 900, Retiro, Capital Federal",299000.0,204.48,203.7,5.0,2.0
Retiro,"Departamento monoambiente en venta en Arenales 1200, Retiro, Capital Federal",69000.0,27.82,27.82,1.0,1.0
Retiro,"Departamento en venta en Uruguay 900, Retiro, Capital Federal",229000.0,92.0,91.0,3.0,1.0
Retiro,"Oficina en venta en Cerrito 800, Retiro, Capital Federal",420000.0,361.0,361.0,,3.0
Retiro,"Departamento semipiso en venta en Avenida Santa Fe 900, Retiro, Capital Federal",129000.0,65.0,49.0,2.0,1.0
Retiro,"Departamento en venta en Uruguay 1100, Retiro, Capital Federal",165000.0,73.0,73.0,3.0,1.0
Retiro,"Departamento en venta en Arenales 1300, Retiro, Capital Federal",380000.0,151.0,138.0,5.0,3.0
Retiro,"Departamento monoambiente en venta en Juncal 800, Retiro, Capital Federal",85000.0,31.33,31.33,1.0,1.0
Retiro,"Cochera en venta en Marcelo T Alvear 500, Retiro, Capital Federal",9900.0,11.0,11.0,,
Retiro,"Departamento en venta en Carlos Pellegrini 1200, Retiro, Capital Federal",269000.0,77.0,77.0,3.0,2.0
Retiro,"Departamento monoambiente en venta en Esmeralda 900, Retiro, Capital Federal",70000.0,33.0,33.0,1.0,1.0
Retiro,"Departamento en venta en Reconquista 1000, Retiro, Capital Federal",130000.0,126.72,115.46,7.0,2.0
Retiro,"PH en venta en Quetzal 1100, Retiro, Capital Federal",29000.0,45.0,43.0,2.0,1.0
Retiro,"Departamento en venta en Maipú 800, Retiro, Capital Federal",185000.0,101.0,98.0,3.0,1.0
Retiro,"Departamento duplex en venta en Florida 800, Retiro, Capital Federal",60000.0,44.44,44.44,2.0,1.0
Retiro,"Departamento en venta en Juncal 700, Retiro, Capital Federal",75000.0,46.0,46.0,2.0,1.0
Retiro,"Departamento en venta en San Martin 900, Plaza San Martín, Retiro, Capital Federal",229000.0,146.0,146.0,4.0,2.0
Retiro,"Departamento en venta en Avenida Córdoba 400, Retiro, Capital Federal",108000.0,75.0,75.0,3.0,1.0
Retiro,"Departamento monoambiente en venta en Avenida Santa Fe 800, Plaza San Martín, Retiro, Capital Federal",56000.0,36.29,32.42,1.0,1.0
Retiro,"Departamento triplex en venta en Florida 800, Retiro, Capital Federal",136000.0,121.0,110.0,4.0,1.0
Retiro,"Departamento triplex en venta en Florida 800, Plaza San Martín, Retiro, Capital Federal",159000.0,121.0,110.0,4.0,1.0
Retiro,"Departamento en venta en Paraguay 600, Retiro, Capital Federal",125000.0,69.0,65.0,3.0,1.0
Retiro,"Departamento en venta en Avenida Presidente Manuel Quintana 0, Retiro, Capital Federal",,120.0,116.0,3.0,2.0
Retiro,"Departamento en venta en Avenida Cordoba 300, Retiro, Capital Federal",65000.0,52.0,52.0,3.0,1.0
Retiro,"Departamento en venta en Avenida Alvear 1500, Retiro, Capital Federal",440000.0,182.0,91.0,3.0,2.0
Retiro,"Departamento monoambiente en venta en Arenales 800, Retiro, Capital Federal",74000.0,23.48,23.48,1.0,1.0
Retiro,"Departamento piso en venta en Sargento Cabral 800, Retiro, Capital Federal",600000.0,233.0,233.0,4.0,3.0
Retiro,"Departamento en venta en Libertad 1600, Retiro, Capital Federal",289000.0,110.0,110.0,3.0,2.0
Retiro,"Departamento en venta en Suipacha 900, Retiro, Capital Federal",49800.0,21.0,21.0,1.0,1.0
Retiro,"Oficina en venta en Dr. Ricardo Rojas 400, Catalinas Norte, Retiro, Capital Federal",425000.0,342.0,342.0,2.0,4.0
Retiro,"Departamento monoambiente en venta en Maipu 800, Retiro, Capital Federal",73000.0,38.52,38.52,1.0,1.0
Retiro,"Departamento duplex en venta en Florida 800, Retiro, Capital Federal",100000.0,48.0,48.0,2.0,1.0
Retiro,"Cochera en venta en Avenida Maipú 900, Retiro, Capital Federal",11000.0,11.0,11.0,,
Retiro,"Departamento semipiso en venta en Suipacha 1300, Retiro, Capital Federal",480000.0,215.0,200.0,4.0,3.0
Retiro,"Departamento piso en venta en Sargento Cabral 800, Retiro, Capital Federal",360000.0,174.0,174.0,5.0,3.0
